ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
229	17:03:25:060	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=0; dev-cards=2	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	well, that wasn't too bad	 	 
230	17:03:44:132	rennoc1	clay=0; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	oh dear...	 	 
231	17:03:49:050	Server	 		Tomm traded 4 sheep for 1 wood from the bank.	 	 
232	17:04:06:230	Server	 		Tomm built a road.	 	 
233	17:04:28:750	Server	 		rennoc1 rolled a 2 and a 1.	 	 
234	17:04:28:754	Server	 		Tomm gets 2 sheep.	 	 
235	17:04:48:029	Tomm	clay=3; ore=1; sheep=2; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	Sorry,& need me some clay& and I can't get it	 	 
236	17:05:23:765	Server	 		Dave rolled a 6 and a 5.	 	 
237	17:05:23:769	Server	 		rennoc1 gets 1 wheat. Tomm gets 1 wheat.	 	 
238	17:06:27:921	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	wheat for ore anyone?	 	 
239	17:06:40:318	Tomm	clay=3; ore=1; sheep=2; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	You just nicked my wheat& :P	 	 
240	17:06:46:485	Tomm	clay=3; ore=1; sheep=2; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	Not going to buy it back	 	 
241	17:06:49:187	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	Want to buy it back?& :D	 	 
242	17:06:51:385	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	aw	 	 
243	17:07:05:056	Server	 		Tomm rolled a 2 and a 5.	 	 
244	17:07:15:986	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	discard?	 	 
245	17:07:42:074	Tomm	clay=3; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	Well that was upsetting.	 	 
246	17:07:49:459	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	did you just lose four resources?	 	 
247	17:07:51:961	Tomm	clay=3; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	yes	 	 
248	17:07:54:395	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	how?	 	 
249	17:07:58:578	rennoc1	clay=0; ore=0; sheep=2; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	rolled a 7	 	 
250	17:08:01:686	Tomm	clay=3; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	Had too many cards when a 7 came up	 	 
251	17:08:02:155	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	yeah, but	 	 
252	17:08:04:507	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	oh	 	 
253	17:08:09:707	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	didn't know that was a thing	 	 
254	17:08:11:835	Tomm	clay=3; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	I think it's over 7?	 	 
255	17:08:18:410	Tomm	clay=3; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	Anyway. Bah.	 	 
256	17:08:31:945	Tomm	clay=3; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	My wheat!	 	 
257	17:08:35:292	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	I didn't want that wheat anyway	 	 
258	17:08:43:531	Tomm	clay=3; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	Anyone want anything for wood?	 	 
259	17:08:55:097	Tomm	clay=3; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	seeing as no one is rolling 8's despite it being really likely.	 	 
260	17:09:24:022	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	equally likely for all numbers?& Although I guess it depends on how the rolls are simulated	 	 
261	17:09:30:484	rennoc1	clay=0; ore=0; sheep=2; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	dont have any, sorry	 	 
262	17:09:41:999	Tomm	clay=3; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	Nah& it isn't if& it follows the proper game.	 	 
263	17:09:56:191	Tomm	clay=3; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	You are rolling 2 dice...& so there are more ways of rolling say an 8, rather than a 2	 	 
264	17:10:05:855	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	Yeah,& I mean if it's actually rolling two dice& then there are more 8's tha- well, yeha	 	 
265	17:10:16:365	Tomm	clay=3; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	So no wood anyone?& okay	 	 
266	17:10:19:767	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	nope, sorry	 	 
267	17:10:28:309	Server	 		rennoc1 rolled a 1 and a 5.	 	 
268	17:10:28:314	Server	 		rennoc1 gets 1 sheep. Tomm gets 1 sheep.	 	 
