ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
134	16:48:06:843	Dave	clay=0; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	1 ore for 1 clay?	 	 
135	16:48:10:673	rennoc1	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	ok	 	 
136	16:48:20:737	Server	 		Dave made an offer to trade 1 ore for 1 clay.	 	 
137	16:48:24:602	Server	 		Dave traded 1 ore for 1 clay from rennoc1.	 	 
138	16:49:01:427	Server	 		Tomm rolled a 2 and a 1.	 	 
139	16:49:01:432	Server	 		Tomm gets 2 sheep.	 	 
140	16:49:08:347	Tomm	clay=1; ore=0; sheep=3; wheat=3; wood=1; unknown=0; knights=1; dev-cards=0	roads=[69,86]; settlements=[69,103]	Sheep!	 	 
141	16:50:13:679	Dave	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	uh	 	 
142	16:50:15:309	Server	 		Tomm built a road.	 	 
143	16:50:16:631	Dave	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	should we add time>?	 	 
144	16:50:29:628	rennoc1	clay=1; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	ADDTIME	 	 
145	16:50:31:007	Dave	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	*ADDTIME*	 	 
146	16:50:41:906	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Wheat?& Sheep?	 	 
147	16:50:58:120	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Anyone needy?	 	 
148	16:50:59:504	Dave	clay=1; ore=0; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	I need sheep,& but I have nothing to trade,& possibly when my turn rolls around& I'll have something	 	 
149	16:51:25:717	rennoc1	clay=1; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	yeah,& ive nothing either	 	 
150	16:51:27:709	Server	 		rennoc1 rolled a 5 and a 5.	 	 
151	16:51:27:715	Server	 		Dave gets 1 ore, 1 wood.	 	 
