ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
223	14:47:01:921	william	clay=2; ore=1; sheep=0; wheat=2; wood=3; unknown=0; knights=1; dev-cards=0	roads=[100,171; 171,101]; cities=[116,171]	2 wood?	 	 
224	14:47:10:557	Cat	clay=0; ore=0; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	one wood for clay	 	 
225	14:47:14:552	william	clay=2; ore=1; sheep=0; wheat=2; wood=3; unknown=0; knights=1; dev-cards=0	roads=[100,171; 171,101]; cities=[116,171]	hmm, no sorry	 	 
226	14:47:16:579	Cat	clay=0; ore=0; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	or ore	 	 
227	14:47:25:793	william	clay=2; ore=1; sheep=0; wheat=2; wood=3; unknown=0; knights=1; dev-cards=0	roads=[100,171; 171,101]; cities=[116,171]	i will only take two wood, & and give 1 ore	 	 
228	14:47:31:772	Cat	clay=0; ore=0; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	no & sorry	 	 
229	14:47:39:574	Server	 		Thomas rolled a 4 and a 6.	 	 
230	14:47:39:576	Server	 		No player gets anything.	 	 
231	14:48:13:302	Server	 		Thomas built a road.	 	 
232	14:48:20:437	Server	 		Thomas built a road.	 	 
