ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
414	17:43:58:552	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	rennoc	 	 
415	17:44:00:656	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	wwait	 	 
416	17:44:03:393	rennoc1	clay=1; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	so i see.& i am now utterly wheatless	 	 
417	17:44:03:504	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	maybe you?	 	 
418	17:44:06:525	Tomm	clay=1; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Oh, that's harsh.	 	 
419	17:44:07:987	Tomm	clay=1; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	one sec	 	 
420	17:44:09:776	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	nah, it was rennoc	 	 
421	17:44:19:721	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	hey, I know where you can get some good wheat	 	 
422	17:44:38:301	Server	 		Tomm traded 2 sheep for 1 wood from a port.	 	 
423	17:45:39:695	Server	 		rennoc1 rolled a 5 and a 2.	 	 
424	17:46:22:420	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	but seriously, want to trade for some wheat?	 	 
425	17:46:26:447	Tomm	clay=1; ore=1; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	where goes the robber?	 	 
426	17:46:38:860	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	hasn't been moved yet	 	 
427	17:46:50:451	Tomm	clay=0; ore=1; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	bah, phone, brb.	 	 
428	17:46:57:481	Tomm	clay=0; ore=1; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Hey!	 	 
429	17:46:59:134	Tomm	clay=0; ore=1; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	:p	 	 
430	17:47:04:061	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	heh	 	 
431	17:47:16:988	Server	 		Dave rolled a 2 and a 1.	 	 
432	17:47:16:991	Server	 		No player gets anything.	 	 
433	17:47:25:977	Server	 		Dave traded 4 wheat for 1 ore from the bank.	 	 
434	17:47:39:614	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	...	 	 
435	17:47:41:166	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	noooo	 	 
436	17:47:46:606	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	I just bought the wrong resource	 	 
437	17:47:55:255	Server	 		Tomm rolled a 1 and a 5.	 	 
438	17:47:55:258	Server	 		rennoc1 gets 1 sheep. Tomm gets 1 sheep.	 	 
