ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
176	16:54:40:550	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	um	 	 
177	16:54:46:370	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	pouty face.	 	 
178	16:54:48:990	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	Still want to trade?	 	 
179	16:54:57:157	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Yes, do you still want to?	 	 
180	16:55:00:511	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	Only chose you& becasue you have three times the resources	 	 
181	16:55:02:014	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	and yeah,& sure	 	 
182	16:55:11:239	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	uuuh	 	 
183	16:55:11:287	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	on you go then	 	 
184	16:55:38:488	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	actually, instead of sheep,& do you have any wood or clay?	 	 
185	16:55:44:115	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Ah, 'fraid not	 	 
186	16:55:49:911	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	hmm	 	 
187	16:55:50:165	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Until someone rolls a 4	 	 
188	16:55:54:393	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	rennoc?	 	 
189	16:56:03:035	rennoc1	clay=0; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	nope dont have either	 	 
190	16:56:18:376	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	I'm actually going to hold off on the trade for now,& sorry	 	 
191	16:56:25:557	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Fair enough,& thought you might!	 	 
192	16:56:31:559	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	You did nick that sheep after all& :p	 	 
193	16:56:40:969	Dave	clay=1; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=2	roads=[100,171; 171,170]; settlements=[116,171]	well, it was revenge for earlier ^_^	 	 
194	16:56:52:374	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Which was revenge for you earlier.& Ah, how this game goes back& :p	 	 
195	16:57:14:166	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Just gimmie the virtual dice,& hehe	 	 
196	16:57:17:459	Dave	clay=1; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=2	roads=[100,171; 171,170]; settlements=[116,171]	I'm guessing there's no point in putting a city next to a desert	 	 
197	16:57:35:546	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Not& unless the other hexes are very likely to come up	 	 
198	16:57:43:343	Server	 		Dave built a road.	 	 
199	16:57:51:699	Dave	clay=0; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=2	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	:/	 	 
200	16:57:52:219	Server	 		Tomm rolled a 3 and a 4.	 	 
201	16:57:58:215	Tomm	clay=0; ore=0; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	7!	 	 
202	16:58:00:187	Dave	clay=0; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=2	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	I've laid out my things at the start really badly	 	 
203	16:58:06:627	Dave	clay=0; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=2	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	:D	 	 
204	16:58:29:509	Tomm	clay=0; ore=1; sheep=2; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Sorry Rennoc,& wanted your goods	 	 
205	16:58:52:854	rennoc1	clay=0; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	aargh! my precious ores	 	 
206	16:58:58:925	Tomm	clay=0; ore=0; sheep=1; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70]; settlements=[69,103]	Delicious	 	 
207	16:59:05:040	Server	 		rennoc1 rolled a 2 and a 4.	 	 
208	16:59:05:044	Server	 		rennoc1 gets 1 sheep. Tomm gets 1 sheep.	 	 
209	16:59:25:026	Server	 		Dave rolled a 1 and a 6.	 	 
